tagger,corpus,tagset,config options,metric,min,max,mean,std
skMultinomialNB,oana-cs.xml,mte,"[0, 1]",accuracy,0.480448288464,0.501889743256,0.493556191741,0.00672639389483
skMultinomialNB,oana-cs.xml,mte,"[0, 1]",f1,0.24651810585,0.26532410321,0.257822157618,0.00566567550274
skMultinomialNB,oana-cs.xml,mte,"[0, 1]",oov,-1,-1,-1.0,0.0
skMultinomialNB,oana-cs.xml,mte,"[0, 1]",precision,0.243801652893,0.262450199203,0.255032569941,0.00553767122504
skMultinomialNB,oana-cs.xml,mte,"[0, 1]",prediction_time,0.531551837921,1.08416652679,0.766569876671,0.170299459057
skMultinomialNB,oana-cs.xml,mte,"[0, 1]",recall,0.249295774648,0.268261644184,0.260674768548,0.00582713198226
skMultinomialNB,oana-cs.xml,mte,"[0, 1]",training_time,7.21606993675,9.60184621811,8.42126309872,0.756370276895
skMultinomialNB,oana-cs.xml,mte,[0],accuracy,0.484346449019,0.504496285677,0.496215511311,0.0062361935693
skMultinomialNB,oana-cs.xml,mte,[0],f1,0.235409035409,0.25684433276,0.247400766498,0.00596461869727
skMultinomialNB,oana-cs.xml,mte,[0],oov,-1,-1,-1.0,0.0
skMultinomialNB,oana-cs.xml,mte,[0],precision,0.245292620865,0.267345814978,0.25784550723,0.00606303531734
skMultinomialNB,oana-cs.xml,mte,[0],prediction_time,0.34973526001,0.68594789505,0.507840323448,0.109523478053
skMultinomialNB,oana-cs.xml,mte,[0],recall,0.226291079812,0.247136675999,0.237771007087,0.00589533590391
skMultinomialNB,oana-cs.xml,mte,[0],training_time,4.29029893875,5.97476124763,5.1990888834,0.473192793545
skPerceptron,oana-cs.xml,mte,"[-1, 0, 1]",accuracy,0.657491592975,0.676788739737,0.667543650738,0.00635036547637
skPerceptron,oana-cs.xml,mte,"[-1, 0, 1]",f1,0.470288005833,0.504680087191,0.488756850731,0.010391346152
skPerceptron,oana-cs.xml,mte,"[-1, 0, 1]",oov,-1,-1,-1.0,0.0
skPerceptron,oana-cs.xml,mte,"[-1, 0, 1]",precision,0.47542997543,0.508527131783,0.492496224408,0.0102673501665
skPerceptron,oana-cs.xml,mte,"[-1, 0, 1]",prediction_time,0.561020612717,1.23615288734,0.786975336075,0.195709561521
skPerceptron,oana-cs.xml,mte,"[-1, 0, 1]",recall,0.465256071171,0.500890811911,0.485076877231,0.0105728673682
skPerceptron,oana-cs.xml,mte,"[-1, 0, 1]",training_time,765.650205135,968.655298471,886.016258025,65.1653472045
skPerceptron,oana-cs.xml,mte,"[-1, 0]",accuracy,0.638201973444,0.66735218509,0.659054369331,0.00890342606395
skPerceptron,oana-cs.xml,mte,"[-1, 0]",f1,0.46906913957,0.508585858586,0.493796519164,0.0107738384118
skPerceptron,oana-cs.xml,mte,"[-1, 0]",oov,-1,-1,-1.0,0.0
skPerceptron,oana-cs.xml,mte,"[-1, 0]",precision,0.472228787521,0.51168699187,0.498169938333,0.0110726430645
skPerceptron,oana-cs.xml,mte,"[-1, 0]",prediction_time,0.427484989166,0.693467855453,0.56803855896,0.089894459772
skPerceptron,oana-cs.xml,mte,"[-1, 0]",recall,0.465951492537,0.505522088353,0.489503665948,0.0105817592432
skPerceptron,oana-cs.xml,mte,"[-1, 0]",training_time,730.376244783,780.704598904,753.81173563,18.3384081212
skPerceptron,oana-cs.xml,mte,"[-2, -1, 0, 1, 2]",accuracy,0.642221951517,0.668838785351,0.657396735445,0.00722096303709
skPerceptron,oana-cs.xml,mte,"[-2, -1, 0, 1, 2]",f1,0.443254568735,0.475424486148,0.461288757119,0.0087694603345
skPerceptron,oana-cs.xml,mte,"[-2, -1, 0, 1, 2]",oov,-1,-1,-1.0,0.0
skPerceptron,oana-cs.xml,mte,"[-2, -1, 0, 1, 2]",precision,0.44248198931,0.476946721311,0.462609738499,0.0093872513755
skPerceptron,oana-cs.xml,mte,"[-2, -1, 0, 1, 2]",prediction_time,0.730710506439,1.58133673668,1.18783507347,0.272956348067
skPerceptron,oana-cs.xml,mte,"[-2, -1, 0, 1, 2]",recall,0.444029850746,0.47391193688,0.459978559176,0.00820273948997
skPerceptron,oana-cs.xml,mte,"[-2, -1, 0, 1, 2]",training_time,1115.33358955,1228.75813866,1170.31773319,35.3244569751
skPerceptron,oana-cs.xml,mte,"[-2, -1, 0]",accuracy,0.650505542697,0.679501842674,0.667726965127,0.00789823193871
skPerceptron,oana-cs.xml,mte,"[-2, -1, 0]",f1,0.465290806754,0.509652509653,0.493293503569,0.0118543134912
skPerceptron,oana-cs.xml,mte,"[-2, -1, 0]",oov,-1,-1,-1.0,0.0
skPerceptron,oana-cs.xml,mte,"[-2, -1, 0]",precision,0.467924528302,0.514199547625,0.497562419784,0.012090337342
skPerceptron,oana-cs.xml,mte,"[-2, -1, 0]",prediction_time,0.54671216011,1.27388906479,0.801396536827,0.22714958424
skPerceptron,oana-cs.xml,mte,"[-2, -1, 0]",recall,0.462686567164,0.505185185185,0.48910022259,0.0116837837959
skPerceptron,oana-cs.xml,mte,"[-2, -1, 0]",training_time,789.562340021,983.136358976,863.107749224,55.9003191687
skPerceptron,oana-cs.xml,mte,"[-3, -2, -1, 0, 1, 2, 3]",accuracy,0.629309294677,0.653851166428,0.642892114361,0.00735779073096
skPerceptron,oana-cs.xml,mte,"[-3, -2, -1, 0, 1, 2, 3]",f1,0.421369102683,0.449717514124,0.436021712588,0.00900145944721
skPerceptron,oana-cs.xml,mte,"[-3, -2, -1, 0, 1, 2, 3]",oov,-1,-1,-1.0,0.0
skPerceptron,oana-cs.xml,mte,"[-3, -2, -1, 0, 1, 2, 3]",precision,0.417889908257,0.449886963075,0.435227696679,0.00966009916105
skPerceptron,oana-cs.xml,mte,"[-3, -2, -1, 0, 1, 2, 3]",prediction_time,1.14508366585,2.69325089455,1.74908070564,0.479932418222
skPerceptron,oana-cs.xml,mte,"[-3, -2, -1, 0, 1, 2, 3]",recall,0.424906716418,0.449548192771,0.436823974552,0.00841293282379
skPerceptron,oana-cs.xml,mte,"[-3, -2, -1, 0, 1, 2, 3]",training_time,1395.64988971,1481.53544831,1430.84180441,29.9493115868
skPerceptron,oana-cs.xml,mte,"[-3, -2, -1, 0]",accuracy,0.649774637593,0.676788739737,0.667786788769,0.00705881225688
skPerceptron,oana-cs.xml,mte,"[-3, -2, -1, 0]",f1,0.466994382022,0.502181164999,0.488091628504,0.0097800443033
skPerceptron,oana-cs.xml,mte,"[-3, -2, -1, 0]",oov,-1,-1,-1.0,0.0
skPerceptron,oana-cs.xml,mte,"[-3, -2, -1, 0]",precision,0.46875,0.506338939198,0.491888821389,0.0100372400781
skPerceptron,oana-cs.xml,mte,"[-3, -2, -1, 0]",prediction_time,0.668848991394,1.14739489555,0.842784404755,0.140341084636
skPerceptron,oana-cs.xml,mte,"[-3, -2, -1, 0]",recall,0.465251865672,0.498091117333,0.484357307305,0.00964129609236
skPerceptron,oana-cs.xml,mte,"[-3, -2, -1, 0]",training_time,908.84592247,1037.27652836,967.727757931,35.70680877
skPerceptron,oana-cs.xml,mte,"[0, 1, 2, 3]",accuracy,0.64112559386,0.657135595374,0.648730308615,0.00547125385996
skPerceptron,oana-cs.xml,mte,"[0, 1, 2, 3]",f1,0.455477855478,0.479481102657,0.46740327896,0.00750475540799
skPerceptron,oana-cs.xml,mte,"[0, 1, 2, 3]",oov,-1,-1,-1.0,0.0
skPerceptron,oana-cs.xml,mte,"[0, 1, 2, 3]",precision,0.451270207852,0.476568311431,0.464216508434,0.00785083506694
skPerceptron,oana-cs.xml,mte,"[0, 1, 2, 3]",prediction_time,0.746976613998,1.22126102448,0.899283647537,0.162778696838
